Dmax,I0_real,I0_real_err,I0_recip,Rg_autorg,Rg_real,Rg_real_err,Rg_recip,estimate,file,status
7.36,0.05839,8.592e-05,0.05839,2.7306,2.682,0.002455,2.681,0.5656,sample_A230000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A240000-integrate_subtracted.dat,autorg_failed
6.81,0.1109,0.0001726,0.1109,2.83841,2.514,0.002641,2.514,0.3786,sample_A250000-integrate_subtracted.dat,ok
6.32,0.06123,8.991e-05,0.06123,2.24104,2.26,0.002905,2.259,0.4583,sample_A260000-integrate_subtracted.dat,ok
51.3,0.5231,0.01089,0.523,8.54102,13.3,0.317,13.17,0.6746,sample_A270000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A280000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_A290000-integrate_subtracted.dat,autorg_failed
38.73,252.9,3.629,252.9,7.37662,8.686,0.2491,8.613,0.6918,sample_A2T2C120000-integrate_subtracted.dat,ok
20.47,101.5,0.6859,101.5,6.55057,6.605,0.04712,6.563,0.7414,sample_A2T2C12_00020000-integrate_subtracted.dat,ok
19.49,49.42,0.6953,49.41,6.49788,6.2,0.08703,6.162,0.7038,sample_A2T2C12_00030000-integrate_subtracted.dat,ok
22.54,23.85,0.5582,23.85,5.75938,6.647,0.2237,6.581,0.6345,sample_A2T2C12_00040000-integrate_subtracted.dat,ok
26.09,265.8,1.365,265.8,7.25593,7.784,0.04685,7.711,0.7099,sample_A2T2C12batch20000-integrate_subtracted.dat,ok
24.31,119.8,0.8615,119.8,6.89801,7.366,0.06748,7.295,0.6988,sample_A2T2C12batch2_00020000-integrate_subtracted.dat,ok
19.93,53.53,0.3821,53.53,6.52676,6.466,0.04504,6.427,0.7115,sample_A2T2C12batch2_00030000-integrate_subtracted.dat,ok
34.26,28.9,1.865,28.9,6.37811,8.041,1.165,7.929,0.6822,sample_A2T2C12batch2_00040000-integrate_subtracted.dat,ok
19.61,843.1,1.29,843.2,6.42284,6.372,0.008536,6.382,0.9463,sample_A2_20000-integrate_subtracted.dat,ok
18.87,444.0,0.7786,444.0,6.56213,6.401,0.009184,6.411,0.9313,sample_A2_40000-integrate_subtracted.dat,ok
41.53,660.2,9.306,660.0,6.90246,9.464,0.2582,9.341,0.6574,sample_A2_LN2_no_Fe0000-integrate_subtracted.dat,ok
21.63,0.2559,0.0004577,0.2559,4.83252,4.549,0.02791,4.559,0.6878,sample_A30000-integrate_subtracted.dat,ok
5.65,0.01692,5.479e-05,0.01692,2.10914,1.748,0.009404,1.745,0.2723,sample_A30_00020000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A320000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_A3_20000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_A3_40000-integrate_subtracted.dat,autorg_failed
50.4,707.1,13.26,707.0,8.39066,10.58,0.3984,10.47,0.6856,sample_A3_LN2_3_Fe_Sub0000-integrate_subtracted.dat,ok
22.66,0.3479,0.0005784,0.3479,4.64215,4.227,0.03077,4.245,0.6595,sample_A40000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A4_20000-integrate_subtracted.dat,autorg_failed
15.62,0.7789,0.3231,0.7792,5.42762,4.372,9.802,4.223,0.5207,sample_A4_40000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A4_LN2_6_Fe_Sub0000-integrate_subtracted.dat,autorg_failed
15.08,0.4749,0.0003012,0.4749,4.54016,4.91,0.002913,4.909,0.6341,sample_A50000-integrate_subtracted.dat,ok
7.13,0.02513,0.0001332,0.02513,2.87835,2.553,0.01288,2.553,0.7605,sample_A550000-integrate_subtracted.dat,ok
5.36,0.01789,7.208e-05,0.01789,1.30313,1.565,0.01286,1.563,0.5728,sample_A55500000-integrate_subtracted.dat,ok
7.56,0.01525,9.762e-05,0.01525,2.41193,2.425,0.01918,2.423,0.8102,sample_A55750000-integrate_subtracted.dat,ok
7.41,0.02113,8.657e-05,0.02113,2.39003,2.423,0.01328,2.422,0.7807,sample_A55ct0000-integrate_subtracted.dat,ok
12.79,0.0454,0.0002079,0.0454,2.14732,3.232,0.03554,3.216,0.5182,sample_A560000-integrate_subtracted.dat,ok
10.58,0.03282,0.0002089,0.03282,3.25391,3.339,0.02275,3.334,0.7604,sample_A56C0000-integrate_subtracted.dat,ok
9.15,0.03065,0.000136,0.03065,3.18306,3.107,0.01224,3.105,0.8413,sample_A56ct0000-integrate_subtracted.dat,ok
7.65,0.03066,9.422e-05,0.03066,3.57699,2.914,0.005071,2.914,0.5292,sample_A570000-integrate_subtracted.dat,ok
10.98,0.03331,0.0001493,0.03331,3.27504,3.497,0.01803,3.49,0.697,sample_A57C0000-integrate_subtracted.dat,ok
10.18,0.03043,0.0001747,0.03043,3.28395,3.287,0.02273,3.284,0.7546,sample_A57ct0000-integrate_subtracted.dat,ok
10.88,0.01572,0.000158,0.01572,3.85542,3.753,0.03985,3.747,0.6933,sample_A580000-integrate_subtracted.dat,ok
7.61,0.01262,9.77e-05,0.01262,2.66993,2.526,0.02059,2.525,0.8219,sample_A590000-integrate_subtracted.dat,ok
6.79,0.0191,8.569e-05,0.0191,2.26149,2.296,0.01065,2.296,0.8534,sample_A59D0000-integrate_subtracted.dat,ok
21.76,1723.0,2.058,1723.0,6.32983,6.223,0.01026,6.238,0.826,sample_A5_00020000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A5_LN2_12_Fe_Sub0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_A60000-integrate_subtracted.dat,autorg_failed
7.26,0.01285,0.0001072,0.01285,2.58828,2.461,0.02192,2.459,0.738,sample_A600000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A60D0000-integrate_subtracted.dat,autorg_failed
11.52,0.01379,0.0001466,0.01379,4.27355,4.071,0.02788,4.069,0.8783,sample_A610000-integrate_subtracted.dat,ok
9.52,0.006206,0.0001442,0.006206,3.84378,3.484,0.04921,3.483,0.8389,sample_A61500000-integrate_subtracted.dat,ok
11.12,0.01022,0.0002084,0.01022,4.19919,3.86,0.05314,3.857,0.8186,sample_A61750000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A61D0000-integrate_subtracted.dat,autorg_failed
11.31,0.01199,0.0001764,0.01199,3.64542,3.758,0.04554,3.754,0.7821,sample_A620000-integrate_subtracted.dat,ok
22.84,0.0151,0.0007346,0.0151,4.24634,5.468,0.6146,5.398,0.6315,sample_A630000-integrate_subtracted.dat,ok
6.44,0.01335,0.000105,0.01335,2.52331,2.313,0.01481,2.312,0.8357,sample_A63D0000-integrate_subtracted.dat,ok
10.64,0.02856,0.0001275,0.02856,3.32773,3.475,0.01797,3.47,0.7986,sample_A640000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A64500000-integrate_subtracted.dat,autorg_failed
9.48,0.01952,0.0001739,0.01952,3.32459,3.119,0.02523,3.116,0.8075,sample_A64750000-integrate_subtracted.dat,ok
20.99,0.03269,0.0004865,0.03269,3.87049,4.601,0.2201,4.563,0.6531,sample_A64C0000-integrate_subtracted.dat,ok
10.05,0.02845,0.0001785,0.02845,3.80508,3.433,0.01913,3.429,0.7413,sample_A64ct0000-integrate_subtracted.dat,ok
17.82,0.05211,0.0003881,0.0521,4.84377,5.205,0.04984,5.179,0.7162,sample_A650000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A65C0000-integrate_subtracted.dat,autorg_failed
16.5,0.04901,0.0003431,0.049,4.87518,4.994,0.0427,4.972,0.7273,sample_A65ct0000-integrate_subtracted.dat,ok
57.19,0.1834,0.01268,0.1834,12.3261,18.8,0.7343,18.66,0.6115,sample_A660000-integrate_subtracted.dat,ok
17.95,0.05255,0.0003066,0.05254,4.93112,5.328,0.04562,5.298,0.7034,sample_A66C0000-integrate_subtracted.dat,ok
14.04,0.04794,0.0002537,0.04794,4.71718,4.573,0.02866,4.562,0.749,sample_A66ct0000-integrate_subtracted.dat,ok
8.03,0.01433,0.0001372,0.01433,2.99657,2.742,0.02439,2.74,0.8392,sample_A670000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A67D0000-integrate_subtracted.dat,autorg_failed
12.06,0.02081,0.000156,0.02081,3.72884,3.672,0.02863,3.664,0.7417,sample_A680000-integrate_subtracted.dat,ok
11.29,0.02337,0.0001476,0.02337,3.47232,3.492,0.02528,3.486,0.7572,sample_A690000-integrate_subtracted.dat,ok
28.67,0.1244,0.002271,0.1244,7.23789,8.113,0.2066,8.016,0.6443,sample_A69D0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A6_LN2_24_Fe_Sub0000-integrate_subtracted.dat,autorg_failed
8.15,0.03415,0.0001368,0.03415,2.31814,2.616,0.01167,2.614,0.6285,sample_A70000-integrate_subtracted.dat,ok
8.17,0.01153,9.98e-05,0.01153,2.94461,2.711,0.02434,2.71,0.7956,sample_A700000-integrate_subtracted.dat,ok
14.8,0.007367,0.0003113,0.007367,3.03817,4.085,0.3506,4.054,0.6582,sample_A70500000-integrate_subtracted.dat,ok
7.3,0.008974,8.785e-05,0.008974,3.13259,2.619,0.02299,2.618,0.7249,sample_A70750000-integrate_subtracted.dat,ok
10.17,0.01536,0.0001958,0.01536,3.71356,3.357,0.0387,3.353,0.7526,sample_A710000-integrate_subtracted.dat,ok
10.64,0.01581,0.0001209,0.01581,3.51705,3.476,0.02938,3.471,0.7866,sample_A720000-integrate_subtracted.dat,ok
30.7,0.02448,0.001192,0.02448,6.86348,8.001,0.6632,7.931,0.6727,sample_A730000-integrate_subtracted.dat,ok
18.14,0.02894,0.0004266,0.02894,7.74634,6.267,0.07245,6.238,0.6223,sample_A740000-integrate_subtracted.dat,ok
29.15,0.02906,0.0007843,0.02905,5.3849,6.752,0.3487,6.674,0.6761,sample_A750000-integrate_subtracted.dat,ok
7.76,0.0367,0.0001094,0.0367,2.38619,2.481,0.009044,2.48,0.7676,sample_A760000-integrate_subtracted.dat,ok
8.76,0.04584,0.0001541,0.04584,2.37074,2.635,0.01259,2.633,0.7555,sample_A770000-integrate_subtracted.dat,ok
7.46,0.04544,0.0001006,0.04544,2.38705,2.504,0.005753,2.503,0.5924,sample_A780000-integrate_subtracted.dat,ok
,,,,,,,,,sample_A790000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_A7_LN2_48_Fe_Sub0000-integrate_subtracted.dat,autorg_failed
8.12,0.05041,0.0001135,0.05041,3.00973,3.03,0.004505,3.03,0.5406,sample_A80000-integrate_subtracted.dat,ok
15.1,0.02078,0.0002683,0.02078,4.9458,3.253,0.1636,3.202,0.5907,sample_A800000-integrate_subtracted.dat,ok
5.43,0.003025,6.231e-05,0.003025,1.00366,2.049,0.03531,2.048,0.4982,sample_A810000-integrate_subtracted.dat,ok
7.32,0.2404,0.0001898,0.2404,2.99011,2.663,0.001109,2.663,0.5675,sample_A820000-integrate_subtracted.dat,ok
6.84,0.1793,0.0001159,0.1793,2.67906,2.473,0.001071,2.473,0.58,sample_A830000-integrate_subtracted.dat,ok
8.71,0.181,0.0001712,0.181,2.44993,2.679,0.003935,2.677,0.6713,sample_A840000-integrate_subtracted.dat,ok
37.2,0.1703,0.002035,0.1703,7.65087,8.868,0.1684,8.782,0.6723,sample_A850000-integrate_subtracted.dat,ok
40.89,0.1583,0.003828,0.1582,7.11187,9.141,0.4534,9.041,0.6794,sample_A860000-integrate_subtracted.dat,ok
24.9,0.07797,0.0007165,0.07796,4.85766,6.092,0.09074,6.025,0.6547,sample_A870000-integrate_subtracted.dat,ok
7.54,0.1549,0.0001297,0.1549,2.76432,2.696,0.001593,2.695,0.5856,sample_A880000-integrate_subtracted.dat,ok
8.32,0.2612,0.0003885,0.2612,2.32809,2.496,0.004824,2.495,0.7714,sample_A890000-integrate_subtracted.dat,ok
50.27,0.6248,0.008746,0.6247,9.07641,14.31,0.1885,14.16,0.6206,sample_A90000-integrate_subtracted.dat,ok
7.04,0.3428,0.0001819,0.3428,2.1515,2.257,0.001272,2.257,0.6461,sample_A900000-integrate_subtracted.dat,ok
6.6,0.008614,7.89e-05,0.008614,2.51569,2.338,0.01726,2.337,0.8209,sample_A910000-integrate_subtracted.dat,ok
6.83,0.3073,0.0002755,0.3073,2.03893,2.103,0.001999,2.103,0.6266,sample_A920000-integrate_subtracted.dat,ok
7.21,0.2814,0.0002097,0.2814,2.3065,2.327,0.001714,2.327,0.6455,sample_A930000-integrate_subtracted.dat,ok
13.34,0.1165,0.0003429,0.1165,2.66808,3.496,0.01968,3.481,0.6294,sample_A940000-integrate_subtracted.dat,ok
11.47,0.05945,0.0001982,0.05945,2.57192,3.067,0.01627,3.06,0.6859,sample_A950000-integrate_subtracted.dat,ok
23.13,615.8,1.44,615.8,4.05063,4.7,0.03757,4.681,0.6688,sample_A9_20000-integrate_subtracted.dat,ok
24.3,1104.0,1.78,1104.0,4.04629,4.83,0.02904,4.806,0.6435,sample_A9_40000-integrate_subtracted.dat,ok
13.6,0.009581,0.0001264,0.009581,2.31189,6.083,0.02436,6.097,0.2685,sample_ACR0150000-integrate_subtracted.dat,ok
48.46,0.1009,0.006281,0.1009,12.3833,14.96,0.6871,14.92,0.9437,sample_ACR015HT0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACR015HT_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR015_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR030000-integrate_subtracted.dat,autorg_failed
6.19,0.1065,0.0002265,0.1016,1.09245,4.709,0.002934,6.279,0.2913,sample_ACR03HT0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACR03_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR050000-integrate_subtracted.dat,autorg_failed
26.09,0.012,0.000336,0.01201,4.34373,11.17,0.08998,11.24,0.673,sample_ACR05HT0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACR05HT_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR05_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR0750000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR075HT0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR075_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR10000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACR1_00020000-integrate_subtracted.dat,autorg_failed
2.48,0.0074,5.23e-05,0.0,1.13614,1.709,0.009811,0.0,0.2902,sample_ACR20000-integrate_subtracted.dat,ok
3.25,0.006048,4.992e-05,0.004249,1.62585,2.24,0.01386,13.5,0.2728,sample_ACR2_00020000-integrate_subtracted.dat,ok
5.54,0.04991,8.225e-05,0.04791,1.27678,3.909,0.002596,6.012,0.3104,sample_ACR40000-integrate_subtracted.dat,ok
6.98,0.08121,0.0001276,0.07573,3.49134,4.727,0.004993,7.175,0.2818,sample_ACR4_00020000-integrate_subtracted.dat,ok
18.8,65.04,0.7438,65.03,6.4191,6.281,0.06367,6.26,0.8376,sample_ACSS2_0P50000-integrate_subtracted.dat,ok
18.71,100.5,0.8738,100.5,6.50694,6.194,0.04942,6.175,0.8437,sample_ACSS2_0P750000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACSS2_10000-integrate_subtracted.dat,autorg_failed
20.65,267.4,1.318,267.4,6.21653,6.398,0.03623,6.364,0.7736,sample_ACSS2_20000-integrate_subtracted.dat,ok
18.45,112.0,0.9729,112.0,6.82798,6.471,0.03917,6.459,0.8165,sample_ACSS2_ACETATE_0P60000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACSS2_ACETATE_0P830000-integrate_subtracted.dat,autorg_failed
21.5,158.9,1.181,158.9,6.90097,6.946,0.05373,6.915,0.8429,sample_ACSS2_ACETATE_10000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACSS2_ATP_0P50000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ACSS2_ATP_0P750000-integrate_subtracted.dat,autorg_failed
21.57,268.9,1.108,268.9,7.02102,6.968,0.02664,6.939,0.8415,sample_ACSS2_ATP_10000-integrate_subtracted.dat,ok
24.4,387.0,1.948,386.9,7.26015,7.398,0.0427,7.352,0.8209,sample_ACSS2_ATP_20000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACSS2_ATP_COA_0P750000-integrate_subtracted.dat,autorg_failed
20.77,125.6,0.9373,125.6,6.40803,6.327,0.04998,6.296,0.7896,sample_ACSS2_ATP_COA_10000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ACSS2_ATP_COA_20000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_AH4_1120000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_AH5_100000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_AH5_60000-integrate_subtracted.dat,autorg_failed
41.5,977.6,7.692,977.5,6.96157,8.907,0.1519,8.788,0.6762,sample_AHDC0000-integrate_subtracted.dat,ok
11.6,2393.0,1.61,2393.0,4.37754,4.415,0.001736,4.412,0.324,sample_AHlip1_9_bis0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_AHlipo1_150000-integrate_subtracted.dat,autorg_failed
10.43,2430.0,2.075,2306.0,2.95893,6.759,0.001762,9.16,0.3635,sample_AHlipo1_15_00020000-integrate_subtracted.dat,ok
7.96,852.5,0.9619,852.5,2.87061,2.421,0.002845,2.418,0.3565,sample_AHlipo1_90000-integrate_subtracted.dat,ok
3.88,0.1399,0.0001122,0.1399,1.59738,1.434,0.0008986,1.434,0.6136,sample_ALA360000-integrate_subtracted.dat,ok
3.73,0.1424,7.114e-05,0.1424,1.53771,1.411,0.0005519,1.411,0.626,sample_ALA36_40C0000-integrate_subtracted.dat,ok
41.78,0.1344,0.00831,0.1344,7.96295,4.749,2.372,4.827,0.6685,sample_ALA370000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA37_40C0000-integrate_subtracted.dat,autorg_failed
5.47,0.01779,6.438e-05,0.01779,1.68343,1.671,0.008916,1.671,0.7813,sample_ALA480000-integrate_subtracted.dat,ok
5.3,0.0182,7.658e-05,0.0182,1.6888,1.664,0.01027,1.664,0.7612,sample_ALA48_40C0000-integrate_subtracted.dat,ok
7.6,1.226,0.000552,1.226,1.49363,1.461,0.002931,1.462,0.7022,sample_ALA550000-integrate_subtracted.dat,ok
4.32,1.278,0.0002118,1.278,1.52955,1.519,0.0001807,1.519,0.6039,sample_ALA55_40C0000-integrate_subtracted.dat,ok
3.2,0.006741,4.01e-05,0.006741,1.45027,1.362,0.005763,1.362,0.584,sample_ALA_10000-integrate_subtracted.dat,ok
3.75,0.1351,9.513e-05,0.1351,1.57924,1.413,0.0007846,1.413,0.6332,sample_ALA_100000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA_1000000-integrate_subtracted.dat,autorg_failed
4.59,0.8846,0.0002489,0.8846,1.4014,1.442,0.0004633,1.442,0.6574,sample_ALA_100mgNacl1000000-integrate_subtracted.dat,ok
10.6,0.1753,0.0002716,0.1753,1.81655,1.948,0.01494,1.946,0.6535,sample_ALA_10mgNacl1000000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA_1800000-integrate_subtracted.dat,autorg_failed
3.91,1.365,0.0002781,1.365,1.23139,1.33,0.000218,1.33,0.6109,sample_ALA_180mgNacl1000000-integrate_subtracted.dat,ok
6.95,0.04139,0.0001285,0.04139,1.29225,2.063,0.01182,2.059,0.2712,sample_ALA_1mgNacl1000000-integrate_subtracted.dat,ok
3.9,0.01973,4.596e-05,0.01973,1.60533,1.492,0.003141,1.493,0.626,sample_ALA_20000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA_200000-integrate_subtracted.dat,autorg_failed
10.9,0.3484,0.0005886,0.3484,1.81124,1.892,0.01711,1.89,0.6722,sample_ALA_20mgNacl1000000-integrate_subtracted.dat,ok
4.69,0.03468,6.543e-05,0.03468,1.61838,1.546,0.00384,1.546,0.7235,sample_ALA_2mgNacl1000000-integrate_subtracted.dat,ok
3.83,0.06198,6.29e-05,0.06198,1.62203,1.442,0.001458,1.443,0.6116,sample_ALA_50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA_500000-integrate_subtracted.dat,autorg_failed
6.04,0.7102,0.0003357,0.7102,1.6783,1.711,0.001312,1.71,0.7585,sample_ALA_50mgNacl1000000-integrate_subtracted.dat,ok
5.72,0.08202,7.888e-05,0.08202,1.69982,1.705,0.003039,1.704,0.7412,sample_ALA_5mgNacl1000000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA_800000-integrate_subtracted.dat,autorg_failed
8.06,1.027,0.0004298,1.027,1.58718,1.595,0.002443,1.595,0.7058,sample_ALA_80mgNacl1000000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA_90NacL100000-integrate_subtracted.dat,autorg_failed
5.79,1.185,0.0004163,1.185,1.60725,1.657,0.0009362,1.657,0.7593,sample_ALA_90NacL1000000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ALA_90NacL200000-integrate_subtracted.dat,autorg_failed
4.37,1.082,0.0002745,1.082,1.55038,1.539,0.0002988,1.539,0.6036,sample_ALA_90NacL2000000-integrate_subtracted.dat,ok
5.27,1.162,0.0003183,1.162,1.53265,1.608,0.0005584,1.608,0.6406,sample_ALA_90NacL500000-integrate_subtracted.dat,ok
9.38,1.148,0.0007042,1.148,1.59798,1.57,0.005688,1.571,0.629,sample_ALA_90NacL800000-integrate_subtracted.dat,ok
19.62,81.26,1.155,81.26,6.23154,6.21,0.1124,6.176,0.7885,sample_ALL_Mix_0P50000-integrate_subtracted.dat,ok
16.54,94.63,0.6367,94.62,5.9617,5.575,0.03531,5.561,0.8361,sample_ALL_Mix_0P60000-integrate_subtracted.dat,ok
18.46,192.8,1.11,192.8,5.19421,5.313,0.04173,5.287,0.7449,sample_ALL_Mix_0P750000-integrate_subtracted.dat,ok
18.46,233.7,0.8598,233.7,5.50861,5.323,0.0265,5.299,0.7403,sample_ALL_Mix_10000-integrate_subtracted.dat,ok
52.31,0.1806,0.004379,0.1805,13.1078,14.28,0.433,14.12,0.6741,sample_AM10000-integrate_subtracted.dat,ok
2.32,0.03192,8.161e-05,0.03227,1.16133,1.507,0.006323,2.32,0.3035,sample_AM40000-integrate_subtracted.dat,ok
2.12,0.05855,7.771e-05,0.05893,1.0278,1.36,0.003179,2.506,0.308,sample_AM50000-integrate_subtracted.dat,ok
47.17,0.4129,0.005015,0.4128,9.36143,11.29,0.2816,11.16,0.6884,sample_AM60000-integrate_subtracted.dat,ok
44.77,0.6079,0.008388,0.6079,8.27227,9.909,0.3344,9.809,0.6796,sample_AM70000-integrate_subtracted.dat,ok
23.43,615.9,1.729,615.9,4.57091,5.445,0.03491,5.425,0.6761,sample_ANK_10p00000-integrate_subtracted.dat,ok
24.79,106.9,0.7099,106.9,4.22149,5.091,0.1054,5.07,0.674,sample_ANK_2p00000-integrate_subtracted.dat,ok
24.98,239.5,0.8696,239.5,4.30909,5.962,0.05007,5.918,0.5419,sample_ANK_4p00000-integrate_subtracted.dat,ok
25.57,463.8,1.862,463.8,4.98941,5.335,0.06488,5.312,0.6904,sample_ANK_8p00000-integrate_subtracted.dat,ok
,,,,,,,,,sample_AP0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_AP20000-integrate_subtracted.dat,autorg_failed
48.33,188.9,9.017,188.8,12.0096,16.16,0.4498,16.07,0.7712,sample_AP30000-integrate_subtracted.dat,ok
7.68,0.002802,3.752e-05,0.002802,3.32084,2.857,0.02818,2.856,0.7785,sample_APLLrifCR00000-integrate_subtracted.dat,ok
8.25,0.00284,3.717e-05,0.00284,3.11282,3.001,0.02953,2.999,0.7674,sample_APLLrifCR0_00020000-integrate_subtracted.dat,ok
6.47,0.005302,5.19e-05,0.005302,1.58433,1.65,0.04054,1.65,0.658,sample_APP_10_10000-integrate_subtracted.dat,ok
4.87,0.007594,4.537e-05,0.007594,1.94689,1.735,0.009932,1.735,0.7873,sample_APP_10_150000-integrate_subtracted.dat,ok
5.54,0.01144,4.759e-05,0.01144,1.91278,1.873,0.00879,1.873,0.6649,sample_APP_10_20000-integrate_subtracted.dat,ok
3.91,0.00127,5.114e-05,0.00127,1.59658,1.476,0.05676,1.476,0.5575,sample_APP_10_250000-integrate_subtracted.dat,ok
29.22,0.1213,0.001316,0.1212,10.8356,9.88,0.07483,9.816,0.7347,sample_APP_10_2_00020000-integrate_subtracted.dat,ok
9.97,0.02047,0.0001778,0.02047,2.02812,2.921,0.03829,2.914,0.6105,sample_APP_10_30000-integrate_subtracted.dat,ok
10.98,0.0346,0.0002228,0.0346,1.83057,3.744,0.02813,3.734,0.3981,sample_APP_10_40000-integrate_subtracted.dat,ok
50.94,0.9986,0.0167,0.9985,12.5292,14.08,0.2373,13.96,0.7269,sample_APP_10_4_00020000-integrate_subtracted.dat,ok
8.34,0.002578,9.462e-05,0.002578,1.71377,2.066,0.1675,2.064,0.5648,sample_APP_10_50000-integrate_subtracted.dat,ok
4.33,0.001391,4.818e-05,0.001391,1.85727,1.523,0.05071,1.523,0.6903,sample_APP_150_10000-integrate_subtracted.dat,ok
4.58,0.008586,6.581e-05,0.008586,1.67936,1.621,0.01308,1.621,0.7517,sample_APP_150_150000-integrate_subtracted.dat,ok
79.17,-7.217,0.0998,0.0,13.1808,32.81,0.0348,0.0,0.7387,sample_APP_150_20000-integrate_subtracted.dat,ok
4.85,0.005001,5.319e-05,0.005001,1.54125,1.614,0.02154,1.614,0.7195,sample_APP_150_250000-integrate_subtracted.dat,ok
6.25,0.003158,0.000105,0.003158,1.55797,1.814,0.1286,1.813,0.5725,sample_APP_150_50000-integrate_subtracted.dat,ok
40.34,898.4,7.919,898.3,7.66189,8.818,0.1564,8.749,0.6891,sample_AP_FT0000-integrate_subtracted.dat,ok
40.66,658.5,6.111,658.4,7.0776,9.202,0.1648,9.1,0.6677,sample_AP_FT20000-integrate_subtracted.dat,ok
63.7,1430.0,60.12,1429.0,11.3399,16.55,0.6553,16.39,0.6793,sample_AP_FT30000-integrate_subtracted.dat,ok
,,,,,,,,,sample_AQ16_0pt60000-integrate_subtracted.dat,autorg_failed
